run,tag,step,wall_time,value
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,73,1782975256.564312,0.9169649481773376
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,74,1782975266.0453176,0.9142258167266846
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,75,1782975276.61242,0.9152648448944092
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,76,1782975286.0471263,0.9135239124298096
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,77,1782975296.5861495,0.9183089137077332
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,78,1782975305.9840906,0.9171981811523438
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,79,1782975316.925847,0.9128437042236328
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,80,1782975326.6568446,0.9166961908340454
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,81,1782975337.0882034,0.9084691405296326
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,82,1782975346.9468906,0.9183008074760437
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,83,1782975357.289952,0.9194161295890808
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,84,1782975367.0983944,0.9113989472389221
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,85,1782975377.996706,0.9207056760787964
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,86,1782975387.7642782,0.9164400696754456
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,87,1782975398.031975,0.9201679229736328
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,88,1782975407.770906,0.9158006310462952
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,89,1782975418.0943804,0.9155420064926147
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,90,1782975427.4953063,0.916499137878418
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,91,1782975438.1426654,0.9168261885643005
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,92,1782975447.6618025,0.919769287109375
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,93,1782975458.3611062,0.9208112955093384
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,94,1782975467.6534207,0.9197815656661987
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,95,1782975478.0802345,0.9207037687301636
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,96,1782975487.7528322,0.9155678749084473
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,97,1782975498.6698387,0.9167033433914185
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,98,1782975508.3133273,0.9100683927536011
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin2,OccIoU_per_sigma/train,99,1782975518.7113357,0.9123875498771667
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,0,1782974529.0319197,0.42062854766845703
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,1,1782974538.9578493,0.6959885954856873
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,2,1782974547.8933284,0.7281068563461304
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,3,1782974557.997101,0.7214739918708801
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,4,1782974567.096718,0.7219924926757812
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,5,1782974577.2234747,0.7292051315307617
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,6,1782974586.621028,0.7369995713233948
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,7,1782974596.9046469,0.7527671456336975
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,8,1782974606.3223722,0.769178032875061
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,9,1782974616.8035884,0.7552264332771301
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,10,1782974625.8842752,0.7579255700111389
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,11,1782974635.994752,0.7419725060462952
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,12,1782974645.4975722,0.7593504786491394
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,13,1782974655.7831876,0.7564283013343811
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,14,1782974665.366986,0.771249532699585
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,15,1782974675.8754234,0.757506787776947
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,16,1782974685.5353513,0.7690915465354919
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,17,1782974696.1490657,0.773054301738739
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,18,1782974705.5819664,0.7827431559562683
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,19,1782974716.0012085,0.7702364325523376
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,20,1782974725.425947,0.7714243531227112
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,21,1782974735.777055,0.7772361636161804
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,22,1782974745.3582292,0.7831065058708191
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,23,1782974755.8898582,0.7771078944206238
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,24,1782974765.4478993,0.7710128426551819
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,25,1782974776.0695488,0.7692758440971375
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,26,1782974785.9320118,0.7623100280761719
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,27,1782974796.5003393,0.7719862461090088
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,28,1782974805.7647421,0.7646369338035583
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,29,1782974816.338259,0.7687730193138123
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,30,1782974825.7866995,0.7735607624053955
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,31,1782974836.2389953,0.7979353666305542
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,32,1782974845.8115113,0.7510074973106384
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,33,1782974856.2241104,0.7743893265724182
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,34,1782974865.6061296,0.7902142405509949
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,35,1782974876.0275784,0.7767698764801025
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,36,1782974885.636585,0.7807356119155884
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,37,1782974895.9926624,0.7837857604026794
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,38,1782974905.781806,0.7796010971069336
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,39,1782974916.201534,0.7838054895401001
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,40,1782974925.5661328,0.7872025966644287
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,41,1782974936.2613828,0.7902977466583252
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,42,1782974946.0331829,0.7759464979171753
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,43,1782974956.4423497,0.7765618562698364
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,44,1782974965.6502054,0.7847527861595154
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,45,1782974976.2596874,0.7862470149993896
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,46,1782974985.6399696,0.7839931845664978
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,47,1782974996.2500718,0.7853536009788513
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,48,1782975005.3067374,0.7997657656669617
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,49,1782975015.8541584,0.7871201038360596
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,50,1782975025.3559794,0.785950243473053
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,51,1782975036.0037913,0.7817336320877075
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,52,1782975045.5422463,0.798734724521637
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,53,1782975055.9782262,0.7809184193611145
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,54,1782975065.4285796,0.7851402759552002
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,55,1782975075.9041271,0.780455470085144
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,56,1782975085.3380032,0.7876522541046143
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,57,1782975095.5875704,0.7826851606369019
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,58,1782975105.142797,0.7867460250854492
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,59,1782975115.574454,0.7808288931846619
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,60,1782975125.4455333,0.7855045795440674
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,61,1782975136.0994816,0.7790616750717163
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,62,1782975145.7933269,0.7823095321655273
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,63,1782975156.3541963,0.7810971736907959
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,64,1782975165.5694168,0.8011045455932617
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,65,1782975176.084813,0.7899858355522156
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,66,1782975185.4626226,0.772091805934906
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,67,1782975195.9097137,0.7825663089752197
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,68,1782975205.6273947,0.770612359046936
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,69,1782975216.132595,0.7828640341758728
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,70,1782975225.7875395,0.7724989652633667
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,71,1782975236.4242246,0.7698800563812256
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,72,1782975245.8946285,0.7900645136833191
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,73,1782975256.564312,0.7787192463874817
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,74,1782975266.0453176,0.7811335921287537
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,75,1782975276.61242,0.7817891240119934
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,76,1782975286.0471263,0.7845816612243652
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,77,1782975296.5861495,0.7722076177597046
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,78,1782975305.9840906,0.783123254776001
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,79,1782975316.925847,0.7804411053657532
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,80,1782975326.6568446,0.7760325074195862
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,81,1782975337.0882034,0.7851188778877258
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,82,1782975346.9468906,0.785692572593689
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,83,1782975357.289952,0.7868149876594543
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,84,1782975367.0983944,0.7713554501533508
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,85,1782975377.996706,0.7723206877708435
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,86,1782975387.7642782,0.7840057015419006
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,87,1782975398.031975,0.7710958123207092
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,88,1782975407.770906,0.7614073157310486
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,89,1782975418.0943804,0.7881804704666138
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,90,1782975427.4953063,0.788992702960968
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,91,1782975438.1426654,0.7761703133583069
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,92,1782975447.6618025,0.7791875004768372
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,93,1782975458.3611062,0.7756499648094177
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,94,1782975467.6534207,0.7849330306053162
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,95,1782975478.0802345,0.7782846093177795
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,96,1782975487.7528322,0.7735279202461243
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,97,1782975498.6698387,0.7728277444839478
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,98,1782975508.3133273,0.7897050380706787
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin3,OccIoU_per_sigma/train,99,1782975518.7113357,0.7754408717155457
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,0,1782974529.0319197,0.1593683958053589
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,1,1782974538.9578493,0.29592573642730713
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,2,1782974547.8933284,0.33978310227394104
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,3,1782974557.997101,0.31152209639549255
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,4,1782974567.096718,0.36282262206077576
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,5,1782974577.2234747,0.3216540217399597
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,6,1782974586.621028,0.35990795493125916
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,7,1782974596.9046469,0.37648048996925354
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,8,1782974606.3223722,0.37973201274871826
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,9,1782974616.8035884,0.33522090315818787
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,10,1782974625.8842752,0.3987036943435669
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,11,1782974635.994752,0.41475585103034973
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,12,1782974645.4975722,0.4224575459957123
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,13,1782974655.7831876,0.4208872616291046
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,14,1782974665.366986,0.43578293919563293
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,15,1782974675.8754234,0.42614710330963135
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,16,1782974685.5353513,0.42844435572624207
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,17,1782974696.1490657,0.38516587018966675
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,18,1782974705.5819664,0.3908279240131378
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,19,1782974716.0012085,0.4384227991104126
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,20,1782974725.425947,0.4308147430419922
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,21,1782974735.777055,0.441787451505661
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,22,1782974745.3582292,0.4103338420391083
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,23,1782974755.8898582,0.44551709294319153
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,24,1782974765.4478993,0.43162956833839417
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,25,1782974776.0695488,0.4380844533443451
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,26,1782974785.9320118,0.41383057832717896
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,27,1782974796.5003393,0.4188866913318634
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,28,1782974805.7647421,0.45607829093933105
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,29,1782974816.338259,0.41807642579078674
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,30,1782974825.7866995,0.4583713412284851
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,31,1782974836.2389953,0.45066961646080017
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,32,1782974845.8115113,0.45334529876708984
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,33,1782974856.2241104,0.4504829943180084
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,34,1782974865.6061296,0.4034304916858673
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,35,1782974876.0275784,0.4760034382343292
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,36,1782974885.636585,0.44592058658599854
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,37,1782974895.9926624,0.4880325496196747
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,38,1782974905.781806,0.4585018754005432
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,39,1782974916.201534,0.4411914348602295
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,40,1782974925.5661328,0.44581595063209534
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,41,1782974936.2613828,0.4521958529949188
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,42,1782974946.0331829,0.4522627890110016
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,43,1782974956.4423497,0.45144590735435486
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,44,1782974965.6502054,0.4403277635574341
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,45,1782974976.2596874,0.4544874429702759
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,46,1782974985.6399696,0.4448651671409607
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,47,1782974996.2500718,0.4408436119556427
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,48,1782975005.3067374,0.4439936578273773
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,49,1782975015.8541584,0.4587610065937042
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,50,1782975025.3559794,0.3975455164909363
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,51,1782975036.0037913,0.3695279061794281
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,52,1782975045.5422463,0.40236255526542664
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,53,1782975055.9782262,0.4350045919418335
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,54,1782975065.4285796,0.44228076934814453
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,55,1782975075.9041271,0.454795241355896
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,56,1782975085.3380032,0.4271490275859833
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,57,1782975095.5875704,0.4471738040447235
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,58,1782975105.142797,0.39732256531715393
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,59,1782975115.574454,0.4678250551223755
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,60,1782975125.4455333,0.44425851106643677
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,61,1782975136.0994816,0.4237848222255707
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,62,1782975145.7933269,0.4212065637111664
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,63,1782975156.3541963,0.4240177571773529
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,64,1782975165.5694168,0.450538694858551
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,65,1782975176.084813,0.41917550563812256
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,66,1782975185.4626226,0.42911258339881897
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,67,1782975195.9097137,0.4287887215614319
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,68,1782975205.6273947,0.45599234104156494
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,69,1782975216.132595,0.37994980812072754
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,70,1782975225.7875395,0.3760940730571747
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,71,1782975236.4242246,0.4166628420352936
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,72,1782975245.8946285,0.41656699776649475
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,73,1782975256.564312,0.4150013029575348
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,74,1782975266.0453176,0.4303840696811676
diffusion_level_0_02-07-08:41/OccIoU_per_sigma_train_bin4,OccIoU_per_sigma/train,75,1782975276.61242,0.4025328457355499
